id,calm,energetic,happy,sad,name,artists,album,release_date,popularity
4iN16F8JtVxG2UTzp3avGl,0.0055239098146557,0.489723265171051,0.4157759249210357,0.0889768898487091,Smokin Out The Window, Bruno Mars Anderson .Paak Silk Sonic,Smokin Out The Window,2021-11-05,91
6PQ88X9TkUIAUIZJHW2upE,0.0023929900489747,0.5505834221839905,0.3916524052619934,0.0553711913526058,Bad Habits, Ed Sheeran,Bad Habits,2021-06-25,86
1SOClUWhOi8vHZYMz3GluK,0.007953000254929,0.4339317977428436,0.3968023061752319,0.16131292283535,Infinity, Jaymes Young,Feel Something,2017-06-23,92
3Kkjo3cT83cw09VJyrLNwX,0.0096890600398182,0.4029823541641235,0.4018140435218811,0.1855146139860153,Oh My God, Adele,30,2021-11-19,94
5fwSHlTEWpluwOM0Sxnh5k,0.0045736101455986,0.4693076908588409,0.4074256122112274,0.1186930686235427,Pepas, Farruko,Pepas,2021-06-24,96
60wMNCIWYZwbOywZXgfQ9P,0.0043663000687956,0.4811797142028808,0.4048174023628235,0.1096365824341774,Tears In The Club (feat. The Weeknd), FKA twigs The Weeknd,Tears In The Club (feat. The Weeknd),2021-12-16,76
3Vi5XqYrmQgOYBajMWSvCi,0.0206487104296684,0.2765133678913116,0.3143551349639892,0.3884827494621277,Need to Know, Doja Cat,Planet Her,2021-06-25,94
3nOz1U41SZZ0N3fuUWr9nb,0.0060946899466216,0.4477961957454681,0.404043972492218,0.1420651525259018,I AM WOMAN, Emmy Meli,I AM WOMAN,2021-11-19,89
3uUuGVFu1V7jTQL60S1r8z,0.0301355198025703,0.2356855869293213,0.2750968039035797,0.4590820372104645,Where Are You Now, Lost Frequencies Calum Scott,Where Are You Now,2021-07-30,94
18asYwWugKjjsihZ0YvRxO,0.0050328997895121,0.4891918003559112,0.4133275151252746,0.0924477204680442,The Motto, Tiësto Ava Max,The Motto,2021-11-04,89
