song_id,mood_vec,song_name,song_artists
3U1TuSqHIubBA10cVP7Sk6,[0.00852651 0.421664   0.4039455  0.16586396],I Think I'm In Love, Kat Dahlia
7q8jJ1XZEliBakZSUMFde5,[0.01159337 0.37619334 0.39292037 0.21929295],Stay With You, Cheat Codes CADE
2meEiZKWkiN28gITzFwQo5,[0.00558682 0.47471452 0.40869263 0.11100596],Into You, Ariana Grande
1Fo4OvzP9PThFKMeMIAEYu,[0.04917814 0.0554952  0.09060228 0.8047244 ],Superhero, Lauv
2Gl0FzuLxflY6nPifJp5Dr,[0.01057544 0.40748844 0.40468416 0.17725202],First Time, Kygo Ellie Goulding
1zjcIIrm2fbVFmG3dsj03e,[0.01078332 0.37938818 0.3638222  0.24600631],He Like That, Fifth Harmony
10nqz67NQWWa7XPq7ycihi,[0.00448864 0.4932927  0.41169682 0.09052188],Welcome To New York, Taylor Swift
2vwlzO0Qp8kfEtzTsCXfyE,[0.03223644 0.15559365 0.21476972 0.5974001 ],Wrecking Ball, Miley Cyrus
03IBnHJvOQBr4dy3RguAph,[0.00549721 0.48481116 0.40189996 0.10779171],Like I Do, David Guetta Martin Garrix Brooks
7KwRmDPo8LgTzzqaZS5vcr,[0.01900658 0.3006797  0.32726413 0.3530496 ],בן אהוב, Udi Davidi
2cOUlop2ZakjOKe4WinesN,[0.00787222 0.43278477 0.42593232 0.13341075],Slow Hands, Niall Horan
0iwsQWgtjSq2kUXuZwTDAL,[0.0032323  0.50629574 0.4106573  0.07981462],Home with You, Madison Beer
6OKKfwf75kQ4veyLktYV7F,[0.05579522 0.06930886 0.11238033 0.76251566],Only You, Selena Gomez
466s1BacUmiRdR3ISvNjyx,[0.00449371 0.50037587 0.38975725 0.10537311],Bang Bang, Jessie J Ariana Grande Nicki Minaj
10GJQkjRJcZhGTLagFOC62,[0.00897291 0.42391217 0.41302288 0.15409207],Most Girls, Hailee Steinfeld
6oG7bmUn7ws0qYEJ0eEbeG,[0.00361247 0.52864766 0.3994468  0.06829307],Touch, Little Mix
01qMOMudbkIHZS9BFPUGNk,[0.01212703 0.39566934 0.39918438 0.19301923],Let It Be Me (feat. Ava Max), David Guetta Ava Max
2ls70nUDfjzm1lSRDuKxmw,[0.00696964 0.44537467 0.41267085 0.13498484],Blank Space, Taylor Swift
56twMOlq9DJc3EgpVUVIrW,[0.03630744 0.12212614 0.17376208 0.6678043 ],Stone Cold, Demi Lovato
1almCHdsfikRPfVB9VrEdT,[0.04688985 0.05237594 0.08730315 0.8134311 ],Little Do You Know, Alex & Sierra
4M0pT9kNYndhyPw15ZDR8C,[0.0080101  0.4734723  0.39052153 0.12799613],Let You Love Me - Möwe Remix, Rita Ora Möwe
6h5PAsRni4IRlxWr6uDPTP,[0.0038777  0.51250196 0.40523234 0.07838806],More Than You Know, Axwell /\ Ingrosso
7jhlKPpAUqgV1m6AOTO19U,[0.01090343 0.41236907 0.4033386  0.17338894],Too Much (feat. Timbaland), ZAYN Timbaland
2z7UKVsBdbA7HFPunDKDP4,[0.00900683 0.43268868 0.39778057 0.16052392],Strawberries & Cigarettes, Troye Sivan
3RBluWmSoG2pGA1OePzGJI,[0.00325178 0.49546278 0.41027442 0.09101099],The Story Of Us, Taylor Swift
0afhq8XCExXpqazXczTSve,[0.00236136 0.56873584 0.3838697  0.04503306],Galway Girl, Ed Sheeran
0kThmY7A0ynir2qLWFFhrY,[0.00452068 0.4807536  0.41941398 0.0953117 ],On The Loose, Niall Horan
3vub8awVQgbBHzGIzPXdkZ,[0.00235537 0.5584749  0.38957983 0.04958988],Boogie Wonderland, Mr. Belt & Wezol
6FA8BHbnRqIBvGve3tQx7m,[0.00726836 0.4483053  0.41614336 0.12828304],"Like A Riddle (feat. Hearts & Colors, Adam Trigger)", Felix Jaehn Hearts & Colors Adam Trigger
6X7PK2UQMUU36ux9pynSkV,[0.0058692  0.47185314 0.4158097  0.10646793],Drive (feat. Delilah Montagu) - Edit, Black Coffee David Guetta Delilah Montagu
6SjCa7LhEpPNiCxe3bLln4,[0.00367744 0.5275952  0.40325546 0.06547187],Made In The USA, Demi Lovato
5JEx7HbmvHQQswJCsoo9rA,[0.00381915 0.5237615  0.3938605  0.07855885],Close To Me (with Diplo) (feat. Swae Lee), Ellie Goulding Diplo Swae Lee
3t0J8vI9StQD8KIBkT2Cp5,[0.00673119 0.4486174  0.40738487 0.13726658],Tired - Kygo Remix, Alan Walker Gavin James Kygo
4edS9dC0JPBlSS4p4gMOT0,[0.00959128 0.4111977  0.40484145 0.17436959],This Feeling (feat. Kelsea Ballerini), The Chainsmokers Kelsea Ballerini
575NJxNUVDqwJGdzBrlLbv,[0.00300866 0.5596553  0.38359988 0.05373617],Lost In Japan - Remix, Shawn Mendes Zedd
5p7ujcrUXASCNwRaWNHR1C,[0.0152136  0.3239847  0.35693178 0.3038699 ],Without Me, Halsey
1h0yImRPIVAjhhHeNVlTuC,[0.03613567 0.16783743 0.21690181 0.57912505],Youth (feat. Khalid), Shawn Mendes Khalid
5tAa8Uaqr4VvA3693mbIhU,[0.0170109  0.30702814 0.33367223 0.34228867],Ruin My Life, Zara Larsson
2bzitsPcImYC6DZWvvLCQi,[0.01168894 0.40076208 0.4042635  0.18328546],"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""", Imagine Dragons
2FY7b99s15jUprqC0M5NCT,[0.02132001 0.29831815 0.3407428  0.33961907],Natural, Imagine Dragons
5IF6IBPqbclVR7SQKmCIyA,[0.00781417 0.45299926 0.37969464 0.15949194],Just Like You, Louis Tomlinson
27SdWb2rFzO6GWiYDBTD9j,[0.00483499 0.48708636 0.4172425  0.09083612],Cheap Thrills, Sia
6yIdwnpDHufLWgQcveTPMk,[0.01438096 0.36288214 0.37608352 0.24665332],I Don’t Wanna Live Forever (Fifty Shades Darker), ZAYN Taylor Swift
4hQ6UGyWQIGJmHSo0J88JW,[0.0081061  0.43406028 0.40570256 0.15213102],Back To You - From 13 Reasons Why – Season 2 Soundtrack, Selena Gomez
6kPJZM97LwdG9QIsT7khp6,[0.00519582 0.4849425  0.40943706 0.10042459],Solo (feat. Demi Lovato), Clean Bandit Demi Lovato
003eoIwxETJujVWmNFMoZy,[0.00159557 0.6667262  0.32271326 0.00896504],Growing Pains, Alessia Cara
4keoy2fqgwGnbWlm3ZVZFa,[0.03531185 0.15110952 0.20195198 0.6116266 ],Happy Now, Zedd Elley Duhé
0STK94RxUulYqWzwFlyAb5,[0.09482124 0.04811948 0.08187111 0.7751882 ],Sober, Demi Lovato
2BgEsaKNfHUdlh97KmvFyo,[0.00425336 0.5045424  0.41196805 0.07923623],2002, Anne-Marie
7fa9MBXhVfQ8P8Df9OEbD8,[0.02931555 0.16108406 0.21419522 0.5954052 ],Girls Like You (feat. Cardi B) - Cardi B Version, Maroon 5 Cardi B
6xtcFXSo8H9BZN637BMVKS,[0.00856775 0.44501728 0.38824388 0.15817106],Let You Love Me, Rita Ora
083Qf6hn6sFL6xiOHlZUyn,[0.0056556  0.4806683  0.40834203 0.10533403],I'll Be There, Jess Glynne
3u1S1OmAUhx5DRlLrXqyp3,[0.01126269 0.39122707 0.38002393 0.2174863 ],Rise, Jonas Blue Jack & Jack
5N5k9nd479b1xpDZ4usjrg,[0.00355258 0.52170485 0.40384662 0.07089596],Promises (with Sam Smith), Calvin Harris Sam Smith Jessie Reyez
2zy9TMoZlYGuCNY4TLqG24,[0.01074697 0.39712405 0.39565092 0.19647804],Don't Leave Me Alone (feat. Anne-Marie), David Guetta Anne-Marie
6Z0CSptkTKzOpownOPnK5g,[0.00327441 0.5109067  0.410623   0.07519589],Lullaby, Sigala Paloma Faith
54l9GJGQ1UCFKe2tzt1Vxt,[0.00667162 0.47505593 0.40180242 0.11647011],Only You (with Little Mix), Cheat Codes Little Mix
3D1rlKmZdpYUeMtRRLNawc,[0.00133507 0.6026661  0.36419424 0.03180467],Let Me Live (feat. Anne-Marie & Mr Eazi), Rudimental Major Lazer Anne-Marie Mr Eazi
7Fg342AJtNsIDdwCfX0paC,[0.01608584 0.3101324  0.33324572 0.34053603],Let Me, ZAYN
1E1uGhNdBe6Dddbgs2KqtZ,[0.01127275 0.37569022 0.38030776 0.2327293 ],Jumpsuit, Twenty One Pilots
3aW0ds4A4tSQDIp75FqWTo,[0.00829356 0.4444114  0.40456116 0.14273392],FAKE LOVE, BTS
29VLdEqFvd0l4JFscCnrp7,[0.00333674 0.5160849  0.40662527 0.07395304],Just My Type, The Vamps
5SehvGGC53A7SZKCLXQcyt,[0.00403168 0.51607525 0.39880735 0.08108575],Nico and the Niners, Twenty One Pilots
6NFyWDv5CjfwuzoCkw47Xf,[0.03313768 0.20717458 0.27560505 0.48408276],Delicate, Taylor Swift
4eWQlBRaTjPPUlzacqEeoQ,[0.0108805  0.38605556 0.37422314 0.22884081],Never Be the Same, Camila Cabello
3pSfoP1xZllxEuZ6Oh6ebn,[0.00628604 0.45755008 0.40894508 0.12721884],Ring Ring (feat. Mabel & Rich The Kid), Jax Jones Mabel Rich The Kid
0Y4hwUppbGc8aIBmiTz30A,[0.00144277 0.5985694  0.36674964 0.03323825],Familiar, Liam Payne J Balvin
2jZIfoe48eUeOEnP9Ho4h2,[0.00683092 0.4517778  0.4128113  0.12858005],No One Compares To You, Jack & Jack
4fouWK6XVHhzl78KzQ1UjL,[0.01552187 0.3599228  0.36241683 0.26213846],abcdefu, GAYLE
0gplL1WMoJ6iYaPgMCL0gX,[0.04237805 0.07210632 0.11446964 0.771046  ],Easy On Me, Adele
5HCyWlXZPP0y6Gqq8TgA20,[0.00347556 0.51825607 0.4036468  0.0746216 ],STAY (with Justin Bieber), The Kid LAROI Justin Bieber
6bQfNiqyCX7UaQSvVVGo4I,[0.00441024 0.4794277  0.40031242 0.11584961],Shivers, Ed Sheeran
6zSpb8dQRaw0M1dK8PBwQz,[0.00290177 0.5301276  0.40299067 0.06397993],Cold Heart - PNAU Remix, Elton John Dua Lipa PNAU
3USxtqRwSYz57Ewm6wWRMp,[0.02826528 0.2123847  0.2729125  0.4864375 ],Heat Waves, Glass Animals
27NovPIUIRrOZoCHxABJwK,[0.00258729 0.52880895 0.40396324 0.06464051],INDUSTRY BABY (feat. Jack Harlow), Lil Nas X Jack Harlow
2Xr1dTzJee307rmrkt8c0g,[0.01728698 0.34588555 0.3597646  0.27706298],love nwantiti (ah ah ah), CKay
20on25jryn53hWghthWWW3,[0.00330226 0.53262603 0.40139705 0.06267465],Do It To It, ACRAZE Cherish
6Uj1ctrBOjOas8xZXGqKk4,[0.00308146 0.532579   0.4016671  0.06267246],Woman, Doja Cat
5dXWFMwD7I7zXsInONVl0H,[0.03680725 0.18207112 0.24039479 0.5407269 ],I Hate U, SZA
5dPz35akJjPqb17yeqNwqH,[0.00515746 0.5014168  0.39231497 0.10111077],Ghost, Justin Bieber
00Blm7zeNqgYLPtW6zg8cj,[0.00461166 0.49211535 0.41588303 0.08738992],One Right Now (with The Weeknd), Post Malone The Weeknd
3FeVmId7tL5YN8B7R3imoM,[0.00670493 0.45682162 0.41119322 0.12528029],My Universe, Coldplay BTS
1r9xUipOqoNwggBpENDsvJ,[0.00378242 0.55006105 0.3863245  0.05983205],Enemy (with JID) - from the series Arcane League of Legends, Imagine Dragons JID Arcane League of Legends
7DF8lvLdV3htIbuTWpc7lR,[0.00951767 0.4033791  0.3813556  0.20574763],Girl Of My Dreams (with SUGA of BTS), Juice WRLD SUGA BTS
4iN16F8JtVxG2UTzp3avGl,[0.00552391 0.48972327 0.41577592 0.08897689],Smokin Out The Window, Bruno Mars Anderson .Paak Silk Sonic
6PQ88X9TkUIAUIZJHW2upE,[0.00239299 0.5505834  0.3916524  0.05537119],Bad Habits, Ed Sheeran
1SOClUWhOi8vHZYMz3GluK,[0.007953   0.4339318  0.39680234 0.16131292],Infinity, Jaymes Young
3Kkjo3cT83cw09VJyrLNwX,[0.00968906 0.40298235 0.40181404 0.18551463],Oh My God, Adele
5fwSHlTEWpluwOM0Sxnh5k,[0.00457361 0.46930766 0.40742558 0.11869307],Pepas, Farruko
60wMNCIWYZwbOywZXgfQ9P,[0.0043663  0.4811797  0.4048174  0.10963658],Tears In The Club (feat. The Weeknd), FKA twigs The Weeknd
3Vi5XqYrmQgOYBajMWSvCi,[0.02064871 0.27651337 0.31435513 0.38848278],Need to Know, Doja Cat
3nOz1U41SZZ0N3fuUWr9nb,[0.00609469 0.4477962  0.40404394 0.14206515],I AM WOMAN, Emmy Meli
3uUuGVFu1V7jTQL60S1r8z,[0.03013551 0.23568559 0.2750968  0.45908204],Where Are You Now, Lost Frequencies Calum Scott
18asYwWugKjjsihZ0YvRxO,[0.0050329  0.4891918  0.41332752 0.09244772],The Motto, Tiësto Ava Max
0e8nrvls4Qqv5Rfa2UhqmO,[0.00280289 0.5613487  0.38748237 0.0483661 ],THATS WHAT I WANT, Lil Nas X
4A8cWXxKfIL3lAyUDzXbCF,[0.0112192  0.43298393 0.40762594 0.14817101],Super Gremlin, Kodak Black
6f5ExP43esnvdKPddwKXJH,[0.00465255 0.49561623 0.4146924  0.08503883],Better Days (NEIKED x Mae Muller x Polo G), NEIKED Mae Muller Polo G
0eu4C55hL6x29mmeAjytzC,[0.01525447 0.3661073  0.39170447 0.22693367],Life Goes On, Oliver Tree
32BeYxKPrig1LefHsC0Xuo,[0.00993616 0.41879907 0.38820738 0.18305744],Happier Than Ever - Edit, Billie Eilish
07MDkzWARZaLEdKxo6yArG,[0.01235452 0.3952182  0.41475105 0.17767622],Meet Me At Our Spot, THE ANXIETY WILLOW Tyler Cole
2lUDBd7JrgAMltcp6dcd7D,[0.00619553 0.46333507 0.41771188 0.11275753],25 million, Roddy Ricch
7hU3IHwjX150XLoTVmjD0q,[0.00555844 0.49086547 0.4073583  0.09621778],MONEY, LISA
748mdHapucXQri7IAO8yFK,[0.00860396 0.41087806 0.39724422 0.18327378],Kiss Me More (feat. SZA), Doja Cat SZA
5J6rTmMjF9DVIAF8G3M9n4,[0.00660522 0.45064592 0.40885544 0.1338934 ],Wandered To LA (with Justin Bieber), Juice WRLD Justin Bieber
6dmXZ9B5HdFAyzHeTneYBK,[0.04224255 0.04866423 0.08377569 0.8253175 ],LA FAMA (with The Weeknd), ROSALÍA The Weeknd
2KnLkZ3z7PO3kgVGHGqDpD,[0.06849002 0.02807924 0.05626428 0.8471665 ],It'll Be Okay, Shawn Mendes
3Wrjm47oTz2sjIgck11l5e,[0.00377983 0.51637423 0.39686158 0.08298442],Beggin', Måneskin
6w8ZPYdnGajyfPddTWdthN,[0.00612228 0.46720526 0.41685912 0.10981333],Can I Get It, Adele
6PERP62TejQjgHu81OHxgM,[0.00481598 0.48419374 0.39353335 0.11745696],good 4 u, Olivia Rodrigo
3BZEcbdtXQSo7OrvKRJ6mb,[0.00448842 0.5054157  0.3935928  0.09650312],MONTERO (Call Me By Your Name), Lil Nas X
2gQPv5jvVPqU2a9HhMNO1v,[0.01626131 0.41756955 0.33476713 0.23140204],Toxic, BoyWithUke
5enxwA8aAbwZbf5qCHORXi,[0.02041066 0.07444454 0.12219681 0.78294796],All Too Well (10 Minute Version) (Taylor's Version) (From The Vault), Taylor Swift
3eJH2nAjvNXdmPfBkALiPZ,[0.00396349 0.5175602  0.40703392 0.0714424 ],Acapulco, Jason Derulo
15HMh4yxdf4wyxSZSlOgGZ,[0.03021202 0.20418291 0.26184067 0.50376445],SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy), Amaarae Kali Uchis Moliy
2EBnvom1dTybtm75a3Xh1T,[0.04011538 0.10252612 0.15174666 0.7056119 ],feel like shit, Tate McRae
135Lf4Q0CzlMNfOxbEUsLH,[0.05230213 0.16675766 0.23197334 0.5489669 ],GHOST TOWN, Benson Boone
3QPBocWfIcOCdFFvmqn60F,[0.0198253  0.2860221  0.32435054 0.36980212],Just Look Up (From Don’t Look Up), Ariana Grande Kid Cudi
08SB2OtZkaliju77WYEKxk,[0.00446904 0.5003216  0.39764637 0.09756295],No Love (with SZA), Summer Walker SZA
2qxmye6gAegTMjLKEBoR3d,[0.03509607 0.10929524 0.15318772 0.702421  ],Let Me Down Slowly, Alec Benjamin
0bMbDctzMmTyK2j74j3nF3,[0.02907602 0.21487299 0.2655756  0.49047536],"Alone, Pt. II", Alan Walker Ava Max
5nujrmhLynf4yMoMtj8AQF,[0.00269749 0.53834987 0.3994143  0.05953838],Levitating (feat. DaBaby), Dua Lipa DaBaby
0mjAU3yKR1QnXnHtjGJqTM,[0.00452306 0.52693224 0.39555848 0.07298628],Rescue Me, OneRepublic
2RSHsoi04658QL5xgQVov3,[0.00751071 0.43285096 0.37807432 0.181564  ],Bad Liar, Imagine Dragons
3Yyj76BeYt3QIffwKpRuKL,[0.07318155 0.02291168 0.0462912  0.85761565],Arcade, Duncan Laurence
2b8fOow8UzyDFAE27YhOZM,[0.05330082 0.04303961 0.07789392 0.82576567],Memories, Maroon 5
0TK2YIli7K1leLovkQiNik,[0.00583686 0.4564867  0.42399043 0.11368607],Señorita, Shawn Mendes Camila Cabello
59qrUpoplZxbIZxk6X0Bm3,[0.00397475 0.5002335  0.41379842 0.08199333],Take You Dancing, Jason Derulo
6SRWhUJcD2YKahCwHavz3X,[0.01152945 0.3672154  0.3622571  0.25899813],Darkside, Alan Walker Au/Ra Tomine Harket
5w9c2J52mkdntKOmRLeM2m,[0.00504168 0.4839156  0.4115797  0.09946305],Con Calma, Daddy Yankee Snow
3H7ihDc1dqLriiWXwsc2po,[0.00380031 0.52205884 0.4008176  0.07332314],Breaking Me, Topic A7S
7qEHsqek33rTcFNT9PFqLf,[0.04856167 0.05300164 0.08941565 0.80902106],Someone You Loved, Lewis Capaldi
4vUmTMuQqjdnvlZmAH61Qk,[0.00770342 0.43636265 0.41488564 0.14104822],South of the Border (feat. Camila Cabello & Cardi B), Ed Sheeran Camila Cabello Cardi B
5WHTFyqSii0lmT9R21abT8,[0.01181111 0.40640327 0.37448037 0.20730527],Don't Call Me Up, Mabel
6V1bu6o1Yo5ZXnsCJU8Ovk,[0.02931555 0.16108406 0.21419522 0.5954052 ],Girls Like You (feat. Cardi B) - Cardi B Version, Maroon 5 Cardi B
3EPXxR3ImUwfayaurPi3cm,[0.03837071 0.0954681  0.14016846 0.7259927 ],Be Alright, Dean Lewis
2dpaYNEQHiRxtZbfNsse99,[0.00708835 0.44478846 0.4011446  0.1469786 ],Happier, Marshmello Bastille
3HVWdVOQ0ZA45FuZGSfvns,[0.00503457 0.4686734  0.4211712  0.10512085],I Don't Care (with Justin Bieber), Ed Sheeran Justin Bieber
5ZULALImTm80tzUbYQYM9d,[0.03616946 0.14049073 0.19047892 0.63286084],Dance Monkey, Tones And I
2rRJrJEo19S2J82BDsQ3F7,[0.01741675 0.33770165 0.3764674  0.26841414],Falling, Trevor Daniel
0n2nEtLP3OzDdi12ziIekx,[0.0165066  0.35651806 0.372747   0.25422832],SOS, Avicii Aloe Blacc
4w8niZpiMy6qz1mntFA5uM,[0.00339413 0.5258853  0.40278655 0.06793397],"Taki Taki (with Selena Gomez, Ozuna & Cardi B)", DJ Snake Selena Gomez Ozuna Cardi B
5CLGzJsGqhCEECcpnFQA8x,[0.00921433 0.4225431  0.39537963 0.17286289],"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)", Rudimental Jess Glynne Macklemore Dan Caplen
2VxeLyX666F8uXCJ0dZF8B,[0.03548918 0.16881956 0.22949617 0.56619513],Shallow, Lady Gaga Bradley Cooper
63SevszngYpZOwf63o61K4,[0.0090762  0.4816991  0.39247265 0.11675207],Nevermind, Dennis Lloyd
1xQ6trAsedVPCdbtDAmk0c,[0.00693684 0.44877484 0.40671074 0.13757761],Savage Love (Laxed - Siren Beat), Jawsh 685 Jason Derulo
4evmHXcjt3bTUHD1cvny97,[0.00674362 0.46754187 0.41389555 0.11181895],Beautiful People (feat. Khalid), Ed Sheeran Khalid
1InCpEliLCkWHOBdXW7XSx,[0.00505033 0.4864277  0.41203266 0.09648928],Kings & Queens, Ava Max
2gMXnyrvIjhVBUZwvLZDMP,[0.04133036 0.08818687 0.13081019 0.73967254],Before You Go, Lewis Capaldi
1sgDyuLooyvEML4oHspNza,[0.01735337 0.28908277 0.32699022 0.3665737 ],Lose Somebody, Kygo OneRepublic
6LsAAHotRLMOHfCsSfYCsz,[0.01287218 0.3493837  0.35167372 0.28607044],If I Can't Have You, Shawn Mendes
0DiDStADDVh3SvAsoJAFMk,[0.00704641 0.44157773 0.4254809  0.125895  ],Only Human, Jonas Brothers
1DFD5Fotzgn6yYXkYsKiGs,[0.0048612  0.49069783 0.4160928  0.08834819],Piece Of Your Heart, MEDUZA Goodboys
2Fxmhks0bxGSBdJ92vM42m,[0.01404854 0.43401253 0.40924448 0.1426945 ],bad guy, Billie Eilish
6fRxMU4LWwyaSSowV441IU,[0.00545227 0.4662784  0.41957167 0.10869759],Beautiful Mistakes (feat. Megan Thee Stallion), Maroon 5 Megan Thee Stallion
2Z8yfpFX0ZMavHkcIeHiO1,[0.00902975 0.4052969  0.40957457 0.17609872],Monster (Shawn Mendes & Justin Bieber), Shawn Mendes Justin Bieber
3ZCTVFBt2Brf31RLEnCkWJ,[0.6355403  0.00640624 0.01394281 0.34411058],everything i wanted, Billie Eilish
7CHi4DtfK4heMlQaudCuHK,[0.01129616 0.39722595 0.40181723 0.18966076],Lose Control, MEDUZA Becky Hill Goodboys
4jPy3l0RUwlUI9T5XHBW2m,[0.00642361 0.48195368 0.40798855 0.10363416],Mood (feat. iann dior), 24kGoldn iann dior
14msK75pk3pA33pzPVNtBF,[0.0509753  0.19643718 0.25873068 0.4938568 ],7 rings, Ariana Grande
7Feaw9WAEREY0DUOSXJLOM,[0.01203428 0.4029407  0.3901674  0.19485757],Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy), Martin Garrix Macklemore Fall Out Boy
7eJMfftS33KTjuF7lTsMCx,[0.0472635  0.22035725 0.24779187 0.48458734],death bed (coffee for your head), Powfu beabadoobee
62aP9fBQKYKxi7PDXwcUAS,[0.00503607 0.5147883  0.39915782 0.08101781],ily (i love you baby) (feat. Emilee), Surf Mesa Emilee
2tnVG71enUj33Ic2nFN6kZ,[0.00360099 0.5145612  0.40882283 0.073015  ],Ride It, Regard
4y3OI86AEP6PQoDE6olYhO,[0.00224945 0.55061764 0.39386803 0.05326488],Sucker, Jonas Brothers
7hxHWCCAIIxFLCzvDgnQHX,[0.00968694 0.4028424  0.38733077 0.20013995],"Lemonade (feat. Gunna, Don Toliver & NAV)", Internet Money Gunna Don Toliver NAV
6kls8cSlUyHW2BUOkDJIZE,[0.00632142 0.46926728 0.41692865 0.1074826 ],Hate Me (with Juice WRLD), Ellie Goulding Juice WRLD
5NyS3oxTlos3Agl2YtZwrC,[0.00248863 0.5683169  0.38395527 0.04523919],RITMO (Bad Boys For Life), Black Eyed Peas J Balvin
7ytR5pFWmSjzHJIeQkgog4,[0.01049824 0.4245149  0.40040958 0.16457728],ROCKSTAR (feat. Roddy Ricch), DaBaby Roddy Ricch
6ft4hAq6yde8jPZY2i5zLr,[0.00826889 0.4430168  0.4094204  0.13929391],Paradise (feat. Dermot Kennedy), MEDUZA Dermot Kennedy
6UelLqGlWMcVH1E5c4H7lY,[0.00599679 0.48998708 0.4018313  0.10218485],Watermelon Sugar, Harry Styles
6Pgkp4qUoTmJIPn7ReaGxL,[0.00482106 0.4912587  0.40769008 0.09623019],Without You (feat. Sandro Cavazza), Avicii Sandro Cavazza
18uwL0vNUanqZH0ro2QcOP,[0.04535021 0.159497   0.21575382 0.57939893],comethru, Jeremy Zucker
0CcQNd8CINkwQfe1RDtGV6,[0.00257683 0.5415559  0.39801225 0.05785505],Believer, Imagine Dragons
1SNiXDwSilLujcYdvfqVpT,[0.01087196 0.40904215 0.3821429  0.19794294],Call You Mine, The Chainsmokers Bebe Rexha
696DnlkuDOXcMAnKlTgXXK,[0.0036939  0.5395456  0.39541385 0.06134661],ROXANNE, Arizona Zervas
0E9ZjEAyAwOXZ7wJC0PD33,[0.00841146 0.44692287 0.39105767 0.15360802],In My Mind, Dynoro Gigi D'Agostino
0GzuHFG4Ql6DoyxFRnIk3F,[0.00089686 0.62070185 0.35241607 0.02598524],Hawái - Remix, Maluma The Weeknd
0EhpEsp4L0oRGM0vmeaN5e,[0.0042962  0.4876619  0.4059837  0.10205825],UN DIA (ONE DAY) (Feat. Tainy), J Balvin Dua Lipa Bad Bunny Tainy
0nbXyq5TXYPCO7pr3N8S4I,[0.00305106 0.5547342  0.38863754 0.05357721],The Box, Roddy Ricch
7apizLyhMRutg3ccXvr2qv,[0.00725904 0.47681823 0.38958892 0.12633383],Hurt Somebody, Noah Kahan Julia Michaels
3Ol2xnObFdKV9pmRD2t9x8,[0.02336135 0.2697864  0.3162755  0.39057678],Look Back at It, A Boogie Wit da Hoodie
285pBltuF7vW8TeWk8hdRR,[0.02157162 0.31180695 0.32765818 0.3389633 ],Lucid Dreams, Juice WRLD
4SPLWgCPoKwULz2UTM8TKg,[0.01314586 0.35588616 0.3641726  0.26679546],Symphony (feat. Zara Larsson), Clean Bandit Zara Larsson
7fBv7CLKzipRk6EC6TWHOB,[0.01516326 0.34258145 0.3686941  0.27356115],The Hills, The Weeknd
7JJmb5XwzOO8jgpou264Ml,[0.00691939 0.43268    0.39782533 0.16257522],There's Nothing Holdin' Me Back, Shawn Mendes
6xTU6B6nFwKKTSZ9ySXS80,[0.01577611 0.34569165 0.37245303 0.26607922],Remind Me to Forget, Kygo Miguel
5Fla3zyOCcIRqrDoKLU0DP,[0.00614847 0.48864245 0.39087272 0.11433639],Let You Love Me, Rita Ora
14JzyD6FlBD5z0wV5P07YI,[0.13392343 0.01052956 0.02450326 0.8310438 ],when the party's over, Billie Eilish
26EZZ0xthDGAainMj2L0bR,[0.02200405 0.24507822 0.29931197 0.43360585],You & I - Radio Edit, One Direction
514rhnksEwHUh6LxXsQ4Y9,[0.00941743 0.41602916 0.4039622  0.17059119],Back To You, Selena Gomez
3cNjgVBKTJ1SvKhunrCdVy,[0.00819247 0.45810413 0.402155   0.13154837],Please Don't Go, Joel Adams
5icOoE6VgqFKohjWWNp0Ac,[0.01254273 0.4000716  0.39749908 0.18988669],Here With Me, Marshmello CHVRCHES
4r1CoAATVuxag55Ct3Y1aX,[0.00526444 0.49210748 0.40536958 0.09725853],I'll Be There, Jess Glynne
3RiPr603aXAoi4GHyXx0uy,[0.01527889 0.3474959  0.35941944 0.2778058 ],Hymn for the Weekend, Coldplay
0tgVpDi06FyKpA1z0VMD4v,[0.0266346  0.21936563 0.28464246 0.46935728],Perfect, Ed Sheeran
1HxLdPHNJbFY3DG8c5qqhX,[0.02313482 0.31447086 0.323077   0.33931735],bellyache, Billie Eilish
5OCJzvD7sykQEKHH7qAC3C,[0.00602744 0.47108796 0.40281272 0.12007183],God is a woman, Ariana Grande
6gBFPUFcJLzWGx4lenP6h2,[0.00552626 0.46058658 0.40377393 0.13011317],goosebumps, Travis Scott
3y3brCCecHC3Db18aIOnny,[0.02133468 0.27203798 0.3046303  0.40199703],"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")", Kygo Rita Ora
0qOnSQQF0yzuPWsXrQ9paz,[0.00279686 0.5450637  0.39601803 0.05612142],Stereo Hearts (feat. Adam Levine), Gym Class Heroes Adam Levine
3erAiWBiKsbVG39cqCrsI0,[0.01161365 0.413759   0.37865236 0.19597498],Human, Rag'n'Bone Man
7hDVYcQq6MxkdJGweuCtl9,[0.0555925  0.02824664 0.05284034 0.86332047],ocean eyes, Billie Eilish
06KyNuuMOX1ROXRhj787tj,[0.03620429 0.15774393 0.2066742  0.5993776 ],We Don't Talk Anymore (feat. Selena Gomez), Charlie Puth Selena Gomez
