song_id,mood_vec,song_name,song_artists
2QvDlXN2SZpuRm0hrIPjFd,[0.02794808 0.2519184  0.315995   0.40413857],You Owe Me, The Chainsmokers
3pWcj8hxj3fsb9TDAcMpEl,[0.0200974  0.29465583 0.33922604 0.34602076],Somebody, The Chainsmokers Drew Love
2khkbmL11VFqKGMrcGIJB3,[0.00616822 0.45629835 0.40860495 0.1289285 ],Out of My Head (feat. Tove Lo and ALMA), Charli XCX Tove Lo ALMA
05mAIVLkIWc2d1UBYZBCp8,[0.00337567 0.52058375 0.40660447 0.06943616],1999, Charli XCX Troye Sivan
0y8Wf6ltWpGCpgqVa21QNX,[0.00430931 0.5120505  0.4004341  0.08320606],After the Afterparty (feat. Lil Yachty), Charli XCX Lil Yachty
094RugjgLW6CdPLOJctBZ3,[0.00508645 0.5013433  0.40134346 0.09222675],Boom Clap, Charli XCX
5o4yGlG0PfeVUa6ClIyOxq,[0.00586663 0.4610878  0.41757768 0.1154679 ],Boys, Charli XCX
70ebKSMHvkUSg7JXgUz74Q,[0.00225284 0.54603267 0.39620128 0.05551319],Break the Rules, Charli XCX
1eyrmeiDpdTkOmA839nPVQ,[0.00440482 0.5082711  0.4001701  0.08715397],Shed a Light, Robin Schulz David Guetta Cheat Codes
1MyWtH2yavuP1AHUi1X7ur,[0.00644511 0.47075355 0.40615323 0.11664805],Sex, Cheat Codes Kris Kross Amsterdam
0SiywuOBRcynK0uKGWdCnn,[0.00268922 0.51415694 0.40839493 0.07475887],Bad Romance, Lady Gaga
4JehYebiI9JE8sR8MisGVb,[0.01947955 0.28540155 0.32982418 0.36529467],Halo, Beyoncé
64yrDBpcdwEdNY9loyEGbX,[0.00392662 0.50126773 0.38178784 0.1130179 ],21 Guns, Green Day
5x5JM1BSB6vollcIzDocqT,[0.00945932 0.38957167 0.38209906 0.21886986],The Climb, Miley Cyrus
7jk7gqyEonmVVYahZN5zhW,[0.00545151 0.46792963 0.41491765 0.11170124],Circus, Britney Spears
5XRHGXut00SrJUFmcn2lQF,[0.00476617 0.4830312  0.38612312 0.12607947],All The Right Moves, OneRepublic
3oDFtOhcN08qeDPAK6MEQG,[0.00536604 0.4695739  0.40127057 0.12378953],Boom Boom Pow, Black Eyed Peas
0CINJz55gaKzuAsqhZ0hEU,[0.0032039  0.5186188  0.40521738 0.07295991],Waking Up In Vegas, Katy Perry
3DamFFqW32WihKkTVlwTYQ,[0.00440215 0.475087   0.40548235 0.11502854],Fireflies, Owl City
0eH2eHURaXUP15D8gQlfjx,[0.00276448 0.5434737  0.3968452  0.05691661],LoveGame, Lady Gaga
6Wx88Mv6b9ofjKMKkdwOJd,[0.00601542 0.44926208 0.40281636 0.1419062 ],New Divide, Linkin Park
4kLLWz7srcuLKA7Et40PQR,[0.0036061  0.5119384  0.39698392 0.08747155],I Gotta Feeling, Black Eyed Peas
0wruS6JEQCGeYrvsCIdG0Z,[0.00197885 0.5887679  0.36764908 0.04160424],Right Round (feat. Ke$ha), Flo Rida Kesha
3rMsX63C0IZVnOT5LGYoTH,[0.01904528 0.31590384 0.364043   0.3010079 ],Russian Roulette, Rihanna
02XnQdf7sipaKBBHixz3Zp,[0.00876576 0.41829783 0.3995251  0.17341134],Paparazzi, Lady Gaga
0juMU08O9byWiRBtKM1j5E,[0.03447329 0.17814267 0.23467448 0.5527095 ],Circle of Life/Nants' Ingonyama, Lindiwe Mkhize Lebo M.
04ZTP5KsCypmtCmQg5tH9R,[0.0112012  0.40501848 0.40354618 0.18023418],I'm a Mess, Bebe Rexha
25sgk305KZfyuqVBQIahim,[0.00423966 0.49593017 0.41041934 0.08941086],Sweet but Psycho, Ava Max
2aIRGUqHrX1cIEMSC2DFbr,[0.01262504 0.3557011  0.3593855  0.27228838],ואולי, Shlomo Artzi
5YScXJKtefsgdskIy60N7A,[0.00167834 0.5672061  0.37423912 0.05687642],Tubthumping, Chumbawamba
7aSvPfoqiM0zwPqupLGaHd,[0.00819668 0.41550505 0.40452212 0.17177615],BOY, Charlie Puth
2xsqrpB5uKX0wNbsv4UFwt,[0.00374087 0.5145976  0.40865767 0.07300387],אה אה אה, Efrat Gosh
6s3GEN8wK0OMzzzZbXj0fu,[0.00520382 0.4846147  0.40837118 0.1018103 ],Hymn for the Weekend - Seeb Remix, Coldplay Seeb
1CkvWZme3pRgbzaxZnTl5X,[0.00892693 0.4098858  0.4008963  0.18029094],Rolling in the Deep, Adele
5ghIJDpPoe3CfHMGu71E6T,[0.00291289 0.5100994  0.40738887 0.07959884],Smells Like Teen Spirit, Nirvana
0Ov4x4mro5sTaBlzlDuXYg,[0.00418449 0.5092167  0.3986502  0.08794857],I Am Above, In Flames
2kDH08boXJyhKMl5hnZbrE,[0.01764052 0.3010974  0.35458308 0.32667905],Love of a Lifetime, Firehouse
1CwNogTShsnsn1C8UhRmYX,[0.00964349 0.41589034 0.40714216 0.16732407],Rise, Katy Perry
4dASQiO1Eoo3RJvt74FtXB,[0.00101264 0.6272697  0.34280095 0.02891669],"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)", Lil Wayne Wiz Khalifa Imagine Dragons X Ambassadors Logic Ty Dolla $ign
5wj4E6IsrVtn8IBJQOd0Cl,[0.00273714 0.52463216 0.393232   0.07939873],Wonderwall - Remastered, Oasis
07rhyW77lp2bGv8EQoZy6k,[0.02496117 0.1580648  0.2127806  0.6041934 ],We Are the World 25 for Haiti, Artists for Haiti
2SPEg45ZaUFJCg9GwNmRvw,[0.02292445 0.24056578 0.29272616 0.44378355],None Of My Business, Cher Lloyd
4GSjFSK1SM78wPTVbsSB0S,[0.00389554 0.5343881  0.38928127 0.07243503],The Reckoning, Within Temptation Jacoby Shaddix
0DOe3Bfu8BJkBY9TaVLqG7,[0.00612212 0.46721962 0.40365696 0.1230013 ],God is a woman, Ariana Grande
4pWb8UZ6IPVJA3CPjCNgzq,[0.00815098 0.4507836  0.39949846 0.14156695],Coming Home, Keith Urban Julia Michaels
37f4ITSlgPX81ad2EvmVQr,[0.00346275 0.51550424 0.39569017 0.08534276],Fight Song, Rachel Platten
1var9mNP1RLTlu8qVDji0F,[0.01102323 0.38311067 0.38194883 0.22391723],Till I Found You, Phil Wickham
0PGLRTN0X6DrXh645WJCIY,[0.00330045 0.52179337 0.40573457 0.06917166],I Really Like You, Carly Rae Jepsen
4Pbg79cTBu4vgSphoyNq3j,[0.00425336 0.5045424  0.41196805 0.07923623],2002, Anne-Marie
357q5h33JPETEk6D3fqCeC,[0.00347377 0.50741833 0.41172987 0.07737805],Bumpy Ride, Mohombi
2HGymMoOdB4ZYv0AAqYmgF,[0.02341227 0.17808424 0.21268967 0.5858138 ],Famous, Mason Ramsey
4mIDiO3YkbRedskD4m0Onl,[0.01863386 0.31129554 0.34603313 0.32403743],I Miss You (feat. Julia Michaels), Clean Bandit Julia Michaels
67aeyMdt7cgb8l9zg53Pfm,[0.00845353 0.4257527  0.40303418 0.16275959],I Believe in You, Michael Bublé
1Sl3njkhhz8nrSPZroDQ82,[0.00995179 0.42036545 0.3948613  0.17482145],Complicated (feat. Kiiara), Dimitri Vegas & Like Mike David Guetta Dimitri Vegas Kiiara
4EsKrXgyCHfVN9FLRcTaGp,[0.00273095 0.54173976 0.39074707 0.06478225],Everybody Hates Me, The Chainsmokers
33IOhptvC2Qoy2UhjiHXLV,[0.01011797 0.4143998  0.4013568  0.17412546],Flames, David Guetta Sia
6zBdVVksaTQeAzwfszbovz,[0.00265515 0.5645392  0.3858884  0.04691723],Lie to Me, Mikolas Josef
0sPJELXHyWpFgkxlzvvRFI,[0.01338602 0.35922366 0.3619899  0.2654004 ],Hard 2 Face Reality, Poo Bear Justin Bieber Jay Electronica
1lsBTdE6MGsKeZCD6llNu7,[0.00730957 0.43846458 0.40968674 0.14453912],Done for Me (feat. Kehlani), Charlie Puth Kehlani
3TGRqZ0a2l1LRblBkJoaDx,[0.00519332 0.47348496 0.42072457 0.10059721],Call Me Maybe, Carly Rae Jepsen
5lNuqFVMca4vPupY10cH0J,[0.00436431 0.49446356 0.41439915 0.08677302],No Promises (feat. Demi Lovato), Cheat Codes Demi Lovato
6LoQHIo74tOzQ8EsLEkhgF,[0.00627892 0.45950422 0.4156757  0.11854123],Come & Get It, Selena Gomez
6NH0INjndqCP7g4DKu7xQJ,[0.0019228  0.5829632  0.3760005  0.03911341],Remember, Youngr
16Of7eeW44kt0a1M0nitHM,[0.00257384 0.5286608  0.4040463  0.06471915],You Make Me Feel... (feat. Sabi), Cobra Starship Sabi
66xn6tB8s3l8uhj02OGneE,[0.00834225 0.42795554 0.39581496 0.1678873 ],For You (Fifty Shades Freed) (& Rita Ora), Liam Payne Rita Ora
2JUkOXi0dDpc1m88QS5YrE,[0.02669311 0.256944   0.31670958 0.39965332],You Owe Me, The Chainsmokers
5e45GhSF18JYoLpaq2F48h,[0.00152281 0.57824075 0.37941152 0.0408249 ],"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)", Steve Aoki Daddy Yankee Play-N-Skillz Elvis Crespo
7LpFbKbjfB2vuKx59Lgtdq,[0.00146072 0.6039712  0.36550406 0.02906407],We Are... (feat. MØ), Noah Cyrus MØ
0xMd5bcWTbyXS7wPrBtZA6,[0.02158468 0.27809685 0.316355   0.38396347],Burn, Ellie Goulding
0KsB4TwgATg88aXCMBoO3Y,[0.00362757 0.5059585  0.4121053  0.07830866],Breathe, Jax Jones Ina Wroldsen
3zU9rdflI65tK4dkkNSp77,[0.00490124 0.49879104 0.3981389  0.09816873],Heroes (we could be), Alesso Tove Lo
0vLlEo1D4VRiGzMLxLbsh2,[0.00431093 0.498247   0.40832278 0.08911922],Better On Me (feat. Ty Dolla $ign), Pitbull Ty Dolla $ign
6KgBPMJofuXQsC1nDakraN,[0.00166465 0.58702433 0.37383232 0.03747869],Sexy Dirty Love, Demi Lovato
2oaK4JLVnmRGIO9ytBE1bt,[0.01178112 0.3702275  0.3796619  0.23832954],Dark Necessities, Red Hot Chili Peppers
1zZIGnXIcDKU8QIUkR20nK,[0.0029976  0.5273288  0.40412855 0.06554507],She Doesn't Mind, Sean Paul
5mAxA6Q1SIym6dPNiFLUyd,[0.00353699 0.5612566  0.37485537 0.06035107],All Night, Steve Aoki Lauren Jauregui
0Pki3Th0SL5rJ5e6ShUbJJ,[0.00721488 0.44549674 0.40743586 0.13985255],Por Favor, Pitbull Fifth Harmony
1mnJ5S9exO5yzkA1eiSq1v,[0.00322539 0.53312653 0.4012527  0.06239541],Shades Of Grey - Radio Mix, Oliver Heldens Shaun Frank Delaney Jane
1g61lRiAj3Nwc8ZGtEum8s,[0.00250586 0.5463335  0.39573124 0.05542941],My Way, One Bit Noah Cyrus
58zsLZPvfflaiIbNWoA22O,[0.01001604 0.4358683  0.38436702 0.1697487 ],Human, Rag'n'Bone Man
05pdoheuKPSotkjMgIVX6I,[0.05637839 0.0376315  0.06570256 0.8402876 ],Mirror, Lil Wayne Bruno Mars
0QQ70jTyGvEA6HPKAJA5Af,[0.00398795 0.5040543  0.39652416 0.09543359],Sick Boy, The Chainsmokers
5bcTCxgc7xVfSaMV3RuVke,[0.00338679 0.508984   0.41123474 0.07639442],"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)", Calvin Harris Pharrell Williams Katy Perry Big Sean Funk Wav
76hfruVvmfQbw0eYn1nmeC,[0.00456999 0.473469   0.41686106 0.10509998],Cake By The Ocean, DNCE
1Je1IMUlBXcx1Fz0WE7oPT,[0.00327607 0.52916247 0.40299574 0.06456569],Wannabe, Spice Girls
6yf3MxEOScNBTYCHOAIiNQ,[0.00141828 0.5994775  0.36618754 0.03291661],Instruction (feat. Demi Lovato & Stefflon Don), Jax Jones Demi Lovato Stefflon Don
6gDXbcILAyBa2skSdbUYq7,[0.04889778 0.02304259 0.04421322 0.88384634],Hurt, Christina Aguilera
6wmAHw1szh5RCKSRjiXhPe,[0.00825812 0.4144204  0.41011977 0.16720167],How Long, Charlie Puth
4kn0YIh8fh3xqHr6caMTmc,[0.01059534 0.37750682 0.39946094 0.21243688],Mind If I Stay, Kadebostany
6buXDkw3Gv4fQC1OZKUhnR,[0.04225159 0.04824641 0.08302176 0.82648027],Try, Colbie Caillat
3AGOgQzp0YcPH41u9p7dOp,[0.00461565 0.4954309  0.40456665 0.09538685],Glad You Came, The Wanted
5J4ZkQpzMUFojo1CtAZYpn,[0.01097541 0.39130753 0.39230245 0.20541461],Love Me Harder, Ariana Grande The Weeknd
6lanRgr6wXibZr8KgzXxBl,[0.02895154 0.14321461 0.20037363 0.62746024],A Thousand Years, Christina Perri
15vzANxN8G9wWfwAJLLMCg,[0.01191378 0.38702896 0.39711124 0.20394605],Paris, The Chainsmokers
0cSrrnYbI0DPaTHZQObpB8,[0.34661025 0.14747554 0.20702705 0.29888716],Havana (Originally Performed by Camila Cabello Ft. Young Thug) - Instrumental Version, Hit The Button Karaoke
4d2hD63oUGU3s7L66JD0BE,[0.00247201 0.53644097 0.40059796 0.06048904],Dance Again, Jennifer Lopez Pitbull
0AS63m1wHv9n4VVRizK6Hc,[0.00769405 0.4293023  0.3935997  0.16940399],Mercy, Shawn Mendes
3hYvGiw2Q8QE2YWdIJLBz0,[0.01397327 0.36872244 0.3867312  0.23057313],Tell Me You Love Me, Demi Lovato
2DlIwu1iDTILEMXA7MUotn,[0.01213343 0.3980175  0.38086167 0.20898736],Beautiful Trauma, P!nk
1bhAP08Z5noHqfhiKkEP9g,[0.0129053 0.2945326 0.3281204 0.3644417],Friends (Instrumental Version) - Originally Performed By Aura Dione &Rock Mafia, Real Instrumentals
04rwqfKY7FdydxMPoq0DyQ,[0.00648119 0.45307198 0.39473602 0.1457107 ],Old Ways, Demi Lovato
1ma4sCjoVMptvilcgJDPGc,[0.00336208 0.5159033  0.40854686 0.07218779],Sunshine, Matisyahu
5udBYaQfxUr1SvPVkyeVTz,[0.00910702 0.4336705  0.382964   0.17425855],Ego - US Version, Willy William
5Q0Nhxo0l2bP3pNjpGJwV1,[0.00685813 0.45363155 0.41634747 0.12316286],Party In The U.S.A., Miley Cyrus
0tBbt8CrmxbjRP0pueQkyU,[0.0071912  0.45551246 0.39687124 0.14042518],Wolves, Selena Gomez Marshmello
5pomCBdsTZSDCFHH8BAUQe,[0.00549355 0.47961456 0.41289803 0.10199382],This Is Me, Demi Lovato Joe Jonas
7DM4BPaS7uofFul3ywMe46,[0.00195343 0.5698599  0.38374195 0.0444448 ],Vente Pa' Ca (feat. Maluma), Ricky Martin Maluma
2yLa0QULdQr0qAIvVwN6B5,[0.00293464 0.53436166 0.39522853 0.0674752 ],...Ready For It?, Taylor Swift
3bnVBN67NBEzedqQuWrpP4,[0.00679426 0.44990045 0.4139306  0.12937474],Tear in My Heart, Twenty One Pilots
7i9763l5SSfOnqZ35VOcfy,[0.00330973 0.5314368  0.39528778 0.06996569],Heavydirtysoul, Twenty One Pilots
3FrX3mx8qq7SZX2NYbzDoj,[0.00271406 0.5307642  0.40292683 0.06359493],Who's That Chick? (feat. Rihanna), David Guetta
1s9xuJxhYM0LdVqksjegcg,[0.00592696 0.46524405 0.41402394 0.11480504],Fairly Local, Twenty One Pilots
3I4QOvltiKcMu3xmnQjEct,[0.00676421 0.45240438 0.40596688 0.13486451],Green Light, Lorde
0XQHz5C8PknyrEhyrKxVKa,[0.0038768  0.5091639  0.40766442 0.0792949 ],Down (feat. Gucci Mane), Fifth Harmony Gucci Mane
1rFMYAZxBoAKSzXI54brMu,[0.00461564 0.4848566  0.41147038 0.0990574 ],You Don't Know Me, Jax Jones RAYE
2qT1uLXPVPzGgFOx4jtEuo,[0.00538104 0.48829368 0.40413338 0.10219188],no tears left to cry, Ariana Grande
0aVsVsOYDSEEigiwTrIab9,[0.01613184 0.30983856 0.33302945 0.34100017],Let Me, ZAYN
2iUXsYOEPhVqEBwsqP70rE,[0.00185245 0.58991164 0.3743062  0.03392978],Youngblood, 5 Seconds of Summer
79esEXlqqmq0GPz0xQSZTV,[0.00416517 0.52786124 0.39261404 0.07535956],Lost In Japan, Shawn Mendes
66BjcDhhwWCcQIBxHMpKXh,[0.01134846 0.39833832 0.40150765 0.18880557],Flames, David Guetta Sia
7gvd8xj4QgPqbQSsn5pV7d,[0.00133181 0.6027943  0.36411336 0.0317605 ],Sorry Not Sorry, Demi Lovato
4NBTZtAt1F13VvlSKe6KTl,[0.01119175 0.3964114  0.40520462 0.18719222],This Feeling, The Chainsmokers Kelsea Ballerini
1rqqCSm0Qe4I9rUvWncaom,[0.00742928 0.4495069  0.40404475 0.13901907],High Hopes, Panic! At The Disco
7qvxFz3JodM0A7xEM7k3YD,[0.00576049 0.4789524  0.40463257 0.1106546 ],Chained To The Rhythm, Katy Perry Skip Marley
3zkWCteF82vJwv0hRLba76,[0.00264194 0.52969193 0.40349936 0.06416673],Stitches, Shawn Mendes
6qNALlmZa1ESnCxJmXE1K9,[0.00683569 0.45973057 0.39885342 0.1345803 ],The Way I Am, Charlie Puth
2N2s2s2w0jmSIPNZcm8Jnr,[0.00595286 0.4496565  0.39773282 0.14665782],Hooked, Why Don't We
6i0V12jOa3mr6uu4WYhUBr,[0.01587336 0.34845728 0.3971165  0.23855284],Heathens, Twenty One Pilots
0pqnGHJpmpxLKifKRmU6WP,[0.00281405 0.53234774 0.40208474 0.06275355],Believer, Imagine Dragons
0Mn3amMRMoabaoTf1Publ4,[0.00547971 0.47569597 0.4098226  0.10900175],Confident, Demi Lovato
10AsRVRdU07cMAFHeGYO3c,[0.00433914 0.5095245  0.40275717 0.08337919],Solo Dance, Martin Jensen
1My0Hfu5dTCbYisBk9ZRGr,[0.00678112 0.46708196 0.40632308 0.11981382],Hunter, Galantis
79Nnbjlw4ulw59lkHUZm9N,[0.00493154 0.48979092 0.40905413 0.09622335],Bonbon, Era Istrefi
2iJuuzV8P9Yz0VSurttIV5,[0.00469352 0.4695588  0.41218612 0.11356156],Scream & Shout, will.i.am Britney Spears
0TDLuuLlV54CkRRUOahJb4,[0.00710936 0.43195492 0.38730156 0.17363411],Titanium (feat. Sia), David Guetta Sia
3QGsuHI8jO1Rx4JWLUh9jd,[0.00220784 0.5751922  0.3803112  0.04228875],Treat You Better, Shawn Mendes
2P61EK6DMGyVyssLWS4fKy,[0.00206545 0.5309759  0.4036691  0.06328954],Lane Boy, Twenty One Pilots
6F5c58TMEs1byxUstkzVeM,[0.00238284 0.5451191  0.38911074 0.06338728],Roar, Katy Perry
5vTPxzm4h2bY9rYyVrGEU5,[0.00329464 0.5152772  0.40739483 0.07403331],Really Don't Care, Demi Lovato Cher Lloyd
6ie2Bw3xLj2JcGowOlcMhb,[0.00676421 0.45240438 0.40596688 0.13486451],Green Light, Lorde
6OtCIsQZ64Vs1EbzztvAv4,[0.0074971  0.43334126 0.41325668 0.14590494],Good Life, OneRepublic
4RXpgGM7A4Hg7cFBoH5KyF,[0.00583439 0.4526924  0.40601903 0.13545424],Hey Brother, Avicii
60a0Rd6pjrkxjPbaKzXjfq,[0.00486256 0.4983082  0.4058453  0.09098399],In the End, Linkin Park
4xkOaSrkexMciUUogZKVTS,[0.00362119 0.49950522 0.38596702 0.1109065 ],'Till I Collapse, Eminem Nate Dogg
2JzZzZUQj3Qff7wapcbKjc,[0.0350462  0.1789055  0.24357876 0.54246956],See You Again (feat. Charlie Puth), Wiz Khalifa Charlie Puth
42ydLwx4i5V49RXHOozJZq,[0.00149983 0.57791036 0.3768222  0.04376771],Scars To Your Beautiful, Alessia Cara
7xHWNBFm6ObGEQPaUxHuKO,[0.00090467 0.61566156 0.3559694  0.02746428],The Greatest (feat. Kendrick Lamar), Sia Kendrick Lamar
2V65y3PX4DkRhy1djlxd9p,[0.00580541 0.4652441  0.3994588  0.12949172],Don't You Worry Child - Radio Edit, Swedish House Mafia John Martin
18XGB5eO51nCJY9hOoc114,[0.00740406 0.42253527 0.38134375 0.18871689],Keep Holding On, Avril Lavigne
5Z01UMMf7V1o0MzF86s6WJ,[0.00227274 0.5621262  0.37815332 0.05744769],"Lose Yourself - From ""8 Mile"" Soundtrack", Eminem
0stPNUkU1LZnvxIcfrKnEZ,[0.00344169 0.5282256  0.39974433 0.06858837],The Champion, Carrie Underwood Ludacris
2Mpj1Ul5OFPyyP4wB62Rvi,[4.4358373e-04 6.5612882e-01 3.2650396e-01 1.6923595e-02],Survivor, Destiny's Child
4QN7nPeo5KDAM6HiRI0NJU,[0.00446024 0.50147593 0.39192867 0.10213514],Change Your Life, Little Mix
2QZ7WLBE8h2y1Y5Fb8RYbH,[0.00521206 0.4756601  0.4093537  0.10977416],In My Blood, Shawn Mendes
6D186kBHszfjVVWDsWdUig,[0.01202091 0.38839975 0.3811549  0.21842441],Little Me, Little Mix
4B3RmT3cGvh8By3WY9pbIx,[0.01867266 0.30223215 0.3396113  0.33948392],Skyscraper, Demi Lovato
1nInOsHbtotAmEOQhtvnzP,[0.00320051 0.51919323 0.40523276 0.07237355],Stronger (What Doesn't Kill You), Kelly Clarkson
1mXuMM6zjPgjL4asbBsgnt,[0.00531847 0.46820584 0.40529186 0.12118383],Firework, Katy Perry
0cqRj7pUJDkTCEsJkx8snD,[0.00101422 0.61347914 0.35731432 0.02819226],Shake It Off, Taylor Swift
1ssmjAYSU5PbmsjLq5yrNH,[0.00370061 0.5124552  0.40767878 0.07616545],Never Give Up, Sia
2J2Z1SkXYghSajLibnQHOa,[0.00599764 0.4537001  0.38959756 0.15070468],Unstoppable, Sia
2ISSQPb9LHHiV6ng2NXosL,[0.00393079 0.49591133 0.4107237  0.08943417],Beautiful Now, Zedd Jon Bellion
1jF7IL57ayN4Ity3jQqGu0,[0.00727311 0.43151578 0.4173993  0.14381176],Try, P!nk
3EmmCZoqpWOTY1g2GBwJoR,[0.00368552 0.5176221  0.40379798 0.07489438],Just Hold On, Steve Aoki Louis Tomlinson
2ph6BRhGcUzc2W9wIulG5k,[0.00449707 0.49055895 0.39583993 0.10910404],White Flag, Bishop Briggs
37sINbJZcFdHFAsVNsPq1i,[0.00234151 0.5280624  0.4003166  0.06927941],Superheroes, The Script
1DRUwJSt2YOUUEz965OJ66,[0.00098692 0.6198732  0.3520942  0.02704567],Champion, Fall Out Boy
63lctya7LlMoW5iht9JAVZ,[0.00759167 0.44450936 0.40173796 0.14616108],Light Headed, David Guetta Sia
6xRwb6TnpsRIDWPbwktEmD,[0.0221923  0.26121107 0.29356688 0.42302978],Sad, Bebe Rexha
0yPvg34RGS7KNns790QsxR,[0.00403168 0.51607525 0.39880735 0.08108575],Nico And The Niners, Twenty One Pilots
1zVhMuH7agsRe6XkljIY4U,[0.01583178 0.3005121  0.33883882 0.3448173 ],human, Christina Perri
1V6gIisPpYqgFeWbMLI0bA,[0.00268894 0.5369308  0.39064273 0.06973748],Heart Attack, Demi Lovato
0K8aG4fbvo60HjXTm4TMSZ,[0.00471851 0.47699273 0.40377238 0.1145164 ],Reach For Me, Jack Back
3jBMHD19RZdAqG9iFQh7xc,[0.0064301  0.4531685  0.38973036 0.15067105],I Know Places, Taylor Swift
5cJaimFRxOVTywCGdGeQkQ,[0.0028244  0.53702146 0.39989486 0.06025935],Great Day, Ranz and Niana
3E7dfMvvCLUddWissuqMwr,[0.00685813 0.45363155 0.41634747 0.12316286],Party In The U.S.A., Miley Cyrus
4Ro98RCK90oHqqSZUnTFq5,[0.01428403 0.34490785 0.37818092 0.2626272 ],Strip That Down, Liam Payne Quavo
7mitXLIMCflkhZiD34uEQI,[0.0030064  0.5306511  0.3956612  0.07068137],Party Rock Anthem, LMFAO Lauren Bennett GoonRock
2P91MQbaiQOfbiz9VqhqKQ,[0.02606612 0.26158556 0.30045837 0.41188985],I Like Me Better, Lauv
4zIO3ilp5HvTeK3HJHxhMP,[0.02280659 0.28889918 0.33068693 0.35760728],Natural, Imagine Dragons
4N6KSqFCkI0SMunnlMUJnF,[0.00538754 0.47026643 0.41434637 0.1099996 ],Sour Diesel, ZAYN
3Y98PYX3pfB0fNxwZYwhg6,[0.00706216 0.44547358 0.40509766 0.14236662],אורות גבוהים, Udi Davidi
5JlqbEj7Bbh2RdZgcO5kJE,[0.0214139  0.31873187 0.34907576 0.3107785 ],One Day, Matisyahu
2IZZqH4K02UIYg5EohpNHF,[0.00653544 0.4346624  0.38883296 0.1699692 ],Zombie, The Cranberries
5Xn4IyTtW6FUGIUyWjbUHG,[0.00440253 0.509334   0.40212515 0.08413829],Goodbye (feat. Nicki Minaj & Willy William), Jason Derulo David Guetta Nicki Minaj Willy William
14FmT2vkYihAs64ixAbk6t,[0.01136578 0.40936714 0.3978079  0.18145916],Self Control, Bebe Rexha
2k43eySbfpDVx0PrO99UI8,[0.02796618 0.19827777 0.26618564 0.5075704 ],Clean, Taylor Swift
2zYzyRzz6pRmhPzyfMEC8s,[0.00351246 0.528323   0.39709416 0.07107034],Highway to Hell, AC/DC
5Gu0PDLN4YJeW75PpBSg9p,[0.00464057 0.49143174 0.41607422 0.08785346],"Let Me Go (with Alesso, Florida Georgia Line & watt)", Hailee Steinfeld Alesso Florida Georgia Line WATT
41CgzGD7xlgnJe14R4cqkL,[0.0568371  0.06375246 0.10226749 0.777143  ],Paris in the Rain, Lauv
6aP62822amG9iAvSIPffBr,[0.025407   0.26707256 0.3330469  0.3744735 ],She's Not Him, Miley Cyrus
5vc9YsAEBWbRVvgKUcA5vs,[0.00246431 0.55584735 0.3908555  0.05083286],Party Animal, Charly Black Luis Fonsi
1Ddj6nkhUP3lHpLvDqPsvC,[0.03127117 0.17494178 0.23981954 0.5539676 ],Strip That Down - Acoustic, Liam Payne
2jB9QaPJyVdz2Q0Va8rrnU,[0.00663704 0.46941105 0.40703335 0.1169186 ],I Got You, Bebe Rexha
12ULjwbHVzq36nggHqPLo8,[0.01127275 0.37569022 0.38030776 0.2327293 ],Jumpsuit, Twenty One Pilots
3lKZf71jeNi14udIFPJ29V,[0.0107597  0.3897773  0.4195248  0.17993821],I Knew You Were Trouble., Taylor Swift
1X1DWw2pcNZ8zSub3uhlNz,[0.00585237 0.47708812 0.41031218 0.10674734],Hall of Fame (feat. will.i.am), The Script will.i.am
1fidCEsYlaVE3pHwKCvpFZ,[0.00453028 0.49772304 0.39907935 0.09866732],Am I Wrong, Nico & Vinz
2fGxYYMQbVqgIdaqfz2OwA,[0.00476136 0.4869382  0.40326726 0.10503316],Younger Now, Miley Cyrus
5Q4H1XkVHxQjnrHCUpS61d,[0.00256885 0.55102736 0.393259   0.05314481],Nicotine, Panic! At The Disco
3WxmlTZ85sCYFnuIXmUAEe,[0.08855584 0.02507289 0.0517162  0.83465517],party favor, Billie Eilish
14OWRWKwRWvEgaNxyxsm4d,[0.00701032 0.45778257 0.40079865 0.13440856],Just a Little More Love (feat. Chris Willis) - Jack Back 2018 Remix, David Guetta Chris Willis Jack Back
39jXnbACjiaiTwwhsr5sY5,[0.04067023 0.1462005  0.20527835 0.6078509 ],Too Much To Ask, Niall Horan
6rrTr2HEAzlpC4KWZxF3S1,[0.00315062 0.5052321  0.4034278  0.08818948],Woman Like Me (feat. Nicki Minaj), Little Mix Nicki Minaj
1UZOjK1BwmwWU14Erba9CZ,[0.00681731 0.44265458 0.3998888  0.15063928],Malibu, Miley Cyrus
2y5aJvzXhHPA94U5GFAcXe,[0.01580894 0.33933493 0.3696448  0.2752113 ],I Don’t Wanna Live Forever (Fifty Shades Darker), ZAYN Taylor Swift
1TcNWttaet1eKCwl2p6Qae,[0.01721318 0.3424679  0.35724413 0.28307486],Freedom, David Guetta CeCe Rogers
7vu0JkJh0ldukEYbTVcqd0,[0.02880327 0.2144992  0.2768832  0.47981432],Issues, Julia Michaels
2lBqyCeue1bCd6HCZtKXHu,[0.01535218 0.36370948 0.36907846 0.25185987],Truthfully, DNCE
